X,Y,numReview,avgReview,num,age,sex,job,zip
0.42273,0.48392,0.2622,0.43225,868,21,M,programmer,55303
0.056838,0.50552,0.037657,0.40869,869,30,M,student,10025
0.57045,0.32726,0.34728,0.58076,870,22,M,student,65203
0.18306,0.51184,0.1325,0.59323,871,31,M,executive,44648
0.060499,0.63148,0.07113,0.55907,872,19,F,student,74078
0.0046331,0.47806,0,0.41688,873,48,F,administrator,33763
0.059608,0.40636,0.019526,0.6903,874,36,M,scientist,37076
0.25782,0.33603,0.096234,0.7991,875,24,F,student,35802
0.062644,0.41926,0.0013947,0.79894,876,41,M,other,20902
0.16347,0.45973,0.085077,0.69138,877,30,M,other,77504
0.28382,0.32307,0.159,0.52602,878,50,F,educator,98027
0.059442,0.55389,0.012552,0.65067,879,33,F,administrator,55337
0.6176,0.85024,0.48536,0.57279,880,13,M,student,83702
0.57997,0.53993,0.33333,0.54136,881,39,M,marketing,43017
0.44424,0.57955,0.16318,0.75768,882,35,M,engineer,40503
0.52166,0.32874,0.34589,0.72046,883,49,M,librarian,50266
0.072237,0.39229,0.032078,0.65993,884,44,M,engineer,55337
0.26314,0.55587,0.11437,0.53937,885,30,F,other,95316
0.53958,0.60472,0.30683,0.55381,886,20,M,student,61820
0.3684,0.71401,0.2106,0.72004,887,14,F,student,27249
0.055721,0.44036,0,0.83137,888,41,M,scientist,17036
0.65808,0.47693,0.42678,0.57544,889,24,M,technician,78704
0.36136,0.30748,0.13808,0.70025,890,32,M,student,97301
0.07334,0.56672,0.037657,0.78035,891,51,F,administrator,3062
0.6479,0.48913,0.28731,0.74255,892,36,M,other,45243
0.1114,0.59852,0.054393,0.57194,893,25,M,student,95823
0.19838,0.44576,0.31381,0.635,894,47,M,educator,74075
0.044799,0.50603,0,0.66853,895,31,F,librarian,32301
0.66888,0.56815,0.47699,0.44076,896,28,M,writer,91505
0.53651,0.56585,0.23013,0.73135,897,30,M,other,33484
0.0080993,0.47832,0.013947,0.59452,898,23,M,homemaker,61755
0.40058,0.52171,0.16039,0.60219,899,32,M,other,55116
0.06895,0.44991,0.034868,0.3149,900,60,M,retired,18505
0.32775,0.61544,0.14505,0.69957,901,38,M,executive,L1V3W
0.11432,0.47151,0.040446,0.57941,902,45,F,artist,97203
0.34319,0.43796,0.16179,0.69901,903,28,M,educator,20850
0.086723,0.51461,0.037657,0.66696,904,17,F,student,61073
0.037527,0.52151,0.027894,0.5279,905,27,M,other,30350
0.05801,0.50994,0.029289,0.68478,906,45,M,librarian,70124
0.29026,0.69551,0.17713,0.91173,907,25,F,other,80526
0.22203,0.38747,0.075314,0.61052,908,44,F,librarian,68504
0.031274,0.41883,0.0083682,0.84504,909,50,F,educator,53171
0.12439,0.54112,0.055788,0.49583,910,28,M,healthcare,29301
0.2956,0.3295,0.10879,0.68515,911,37,F,writer,53210
0.18011,0.35041,0.046025,0.68669,912,51,M,other,6512
0.37954,0.4352,0.15621,0.60125,913,27,M,student,76201
0.040387,0.45932,0.0041841,0.47223,914,44,F,other,8105
0.0064802,0.46735,0.0083682,0.48064,915,50,M,entertainment,60614
0.65658,0.5268,0.41423,0.55482,916,27,M,engineer,N2L5N
0.05129,0.51822,0.020921,0.60721,917,22,F,student,20006
0.18746,0.31878,0.11576,0.54996,918,40,M,scientist,70116
0.28952,0.62412,0.27476,0.58565,919,25,M,other,14216
0.0049877,0.47802,0.0083682,0.51481,920,30,F,artist,90008
0.217,0.60979,0.12552,0.52723,921,20,F,student,98801
0.31991,0.61416,0.14923,0.55605,922,29,F,administrator,21114
0.11983,0.65731,0.075314,0.78656,923,21,M,student,E2E3R
0.22747,0.45044,0.086471,0.67034,924,29,M,other,11753
0.035783,0.48587,0.016736,0.48349,925,18,F,salesman,49036
0.007643,0.46931,0,0.5353,926,49,M,entertainment,1701
0.25687,0.71903,0.13947,0.65126,927,23,M,programmer,55428
0.089017,0.43361,0.016736,0.9461,928,21,M,student,55408
0.18343,0.37951,0.040446,0.65192,929,44,M,scientist,53711
0.095344,0.49694,0.059972,0.43708,930,28,F,scientist,7310
0.056801,0.5091,0.057183,0.66004,931,60,M,educator,33556
0.55687,0.093275,0.30823,0.73272,932,58,M,educator,6437
0.40382,0.53351,0.22873,0.34189,933,28,M,student,48105
0.42249,0.35149,0.21478,0.65407,934,61,M,engineer,22902
0.067309,0.58454,0.026499,0.71978,935,42,M,doctor,66221
0.12097,0.59803,0.17015,0.66749,936,24,M,other,32789
0.042787,0.45691,0.027894,0.55751,937,48,M,educator,98072
0.12158,0.69767,0.12273,0.52598,938,38,F,technician,55038
0.070882,0.58448,0.040446,0.8211,939,26,F,student,33319
0.24197,0.43631,0.12134,0.58207,940,32,M,administrator,2215
0.044845,0.52522,0.0027894,0.75601,941,20,M,student,97229
0.20497,0.39386,0.082287,0.82125,942,48,F,librarian,78209
0.40898,0.65633,0.20642,0.56808,943,22,M,student,77841
